id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
kramig-halloumipasta,Krämig halloumipasta,Krämig halloumipasta är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/kramig-halloumipasta.png,"creamy halloumi pasta with tomato and spinach, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
linsgryta-med-ris,Linsgryta med ris,Linsgryta med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/linsgryta-med-ris.png,"red lentil stew with rice and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
vegetarisk-lasagne,Vegetarisk lasagne,Vegetarisk lasagne är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/vegetarisk-lasagne.png,"vegetarian lasagna with spinach, tomato and cheese, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-couscous-och-vitlokssas,Falafel med couscous och vitlökssås,Falafel med couscous och vitlökssås är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/falafel-med-couscous-och-vitlokssas.png,"falafel with couscous, salad and garlic sauce, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
bonchili-med-ris,Bönchili med ris,Bönchili med ris är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/bonchili-med-ris.png,"bean chili with rice, corn and sour cream, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
omelett-med-potatis-och-sallad,Omelett med potatis och sallad,Omelett med potatis och sallad är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/omelett-med-potatis-och-sallad.png,"potato omelette with salad and cheese, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kikartsgryta-med-kokosmjolk,Kikärtsgryta med kokosmjölk,Kikärtsgryta med kokosmjölk är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/kikartsgryta-med-kokosmjolk.png,"chickpea coconut stew with rice and vegetables, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
vegetariska-biffar-med-potatis,Vegetariska biffar med potatis,Vegetariska biffar med potatis är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/vegetariska-biffar-med-potatis.png,"vegetarian patties with potatoes and cold herb sauce, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
pasta-pesto-med-mozzarella,Pasta pesto med mozzarella,Pasta pesto med mozzarella är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/pasta-pesto-med-mozzarella.png,"pesto pasta with mozzarella and cherry tomatoes, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
ugnsrostad-rotfruktsbowl,Ugnsrostad rotfruktsbowl,Ugnsrostad rotfruktsbowl är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,vegetariskt,"vardag, vegetariskt",/seed-recipes/images/ugnsrostad-rotfruktsbowl.png,"roasted root vegetable bowl with grains and yogurt sauce, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
spaghetti-med-kottfarssas,Spaghetti med köttfärssås,Spaghetti med köttfärssås är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/spaghetti-med-kottfarssas.png,"spaghetti bolognese Swedish family style with grated cheese, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
pasta-carbonara-med-artor,Pasta carbonara med ärtor,Pasta carbonara med ärtor är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/pasta-carbonara-med-artor.png,"creamy pasta carbonara with peas and parmesan, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
lasagne-med-kottfars,Lasagne med köttfärs,Lasagne med köttfärs är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/lasagne-med-kottfars.png,"classic beef lasagna with green salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
pasta-med-skinksas,Pasta med skinksås,Pasta med skinksås är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/pasta-med-skinksas.png,"pasta with creamy ham sauce and peas, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kramig-tomatpasta,Krämig tomatpasta,Krämig tomatpasta är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/kramig-tomatpasta.png,"creamy tomato pasta with basil and cheese, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
pasta-med-kyckling-och-pesto,Pasta med kyckling och pesto,Pasta med kyckling och pesto är en vardagsnära rätt med tydliga smaker och enkel servering.,4,30,easy,pasta,vardag,/seed-recipes/images/pasta-med-kyckling-och-pesto.png,"chicken pesto pasta with tomatoes, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
